country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count
Poland,POL,Europe,37958138,cases,509,2020-12,1.641281772,634
Poland,POL,Europe,37958138,cases,1228,2020-13,4.576093801,1862
Poland,POL,Europe,37958138,cases,2240,2020-14,9.136380715,4102
Poland,POL,Europe,37958138,cases,2572,2020-15,12.67712341,6674
Poland,POL,Europe,37958138,deaths,0,2020-10,,0
Poland,POL,Europe,37958138,deaths,3,2020-11,0.079034435,3
Poland,POL,Europe,37958138,deaths,4,2020-12,0.184413682,7
Poland,POL,Europe,37958138,deaths,15,2020-13,0.500551423,22
Poland,POL,Europe,37958138,deaths,72,2020-14,2.291998622,94
Poland,POL,Europe,37958138,deaths,138,2020-15,5.532410468,232
Portugal,PRT,Europe,10295909,cases,30,2020-10,,30
Portugal,PRT,Europe,10295909,cases,215,2020-11,2.379585911,245
Portugal,PRT,Europe,10295909,cases,1355,2020-12,15.24877502,1600
Portugal,PRT,Europe,10295909,cases,4362,2020-13,55.52690879,5962
Portugal,PRT,Europe,10295909,cases,5316,2020-14,93.99849979,11278
Portugal,PRT,Europe,10295909,cases,5307,2020-15,103.1769026,16585
Portugal,PRT,Europe,10295909,deaths,0,2020-10,,0
Portugal,PRT,Europe,10295909,deaths,0,2020-11,0,0
Portugal,PRT,Europe,10295909,deaths,14,2020-12,1.359763378,14
Portugal,PRT,Europe,10295909,deaths,105,2020-13,11.55798871,119
Portugal,PRT,Europe,10295909,deaths,176,2020-14,27.29239351,295
Portugal,PRT,Europe,10295909,deaths,209,2020-15,37.39349289,504
Romania,ROU,Europe,19328838,cases,0,2020-01,,0
Romania,ROU,Europe,19328838,cases,0,2020-02,0,0
Romania,ROU,Europe,19328838,cases,0,2020-03,0,0
Romania,ROU,Europe,19328838,cases,0,2020-04,0,0
Romania,ROU,Europe,19328838,cases,0,2020-05,0,0
Romania,ROU,Europe,19328838,cases,0,2020-06,0,0
Romania,ROU,Europe,19328838,cases,0,2020-07,0,0
Romania,ROU,Europe,19328838,cases,0,2020-08,0,0
Romania,ROU,Europe,19328838,cases,3,2020-09,0.01552085,3
Romania,ROU,Europe,19328838,cases,12,2020-10,0.077604251,15
Romania,ROU,Europe,19328838,cases,124,2020-11,0.703611878,139
Romania,ROU,Europe,19328838,cases,294,2020-12,2.162571801,433
Romania,ROU,Europe,19328838,cases,1327,2020-13,8.386432749,1760
Romania,ROU,Europe,19328838,cases,2104,2020-14,17.75067906,3864
Romania,ROU,Europe,19328838,cases,2436,2020-15,23.48822004,6300
Romania,ROU,Europe,19328838,deaths,0,2020-01,,0
Romania,ROU,Europe,19328838,deaths,0,2020-02,0,0
Romania,ROU,Europe,19328838,deaths,0,2020-03,0,0
Romania,ROU,Europe,19328838,deaths,0,2020-04,0,0
Romania,ROU,Europe,19328838,deaths,0,2020-05,0,0
Romania,ROU,Europe,19328838,deaths,0,2020-06,0,0
Romania,ROU,Europe,19328838,deaths,0,2020-07,0,0
Romania,ROU,Europe,19328838,deaths,0,2020-08,0,0
Romania,ROU,Europe,19328838,deaths,0,2020-09,0,0
Romania,ROU,Europe,19328838,deaths,0,2020-10,0,0
Romania,ROU,Europe,19328838,deaths,0,2020-11,0,0
Romania,ROU,Europe,19328838,deaths,2,2020-12,0.103472335,2
Romania,ROU,Europe,19328838,deaths,38,2020-13,2.069446699,40
Romania,ROU,Europe,19328838,deaths,108,2020-14,7.553480452,148
Romania,ROU,Europe,19328838,deaths,158,2020-15,13.76182055,306
Singapore,SGP,Asia,5850343,cases,0,2020-01,,0
Singapore,SGP,Asia,5850343,cases,0,2020-02,0,0
Singapore,SGP,Asia,5850343,cases,0,2020-03,0,0
Singapore,SGP,Asia,5850343,cases,4,2020-04,0.06837206,4
Singapore,SGP,Asia,5850343,cases,14,2020-05,0.307674268,18
Singapore,SGP,Asia,5850343,cases,25,2020-06,0.666627581,43
Singapore,SGP,Asia,5850343,cases,32,2020-07,0.974301849,75
Singapore,SGP,Asia,5850343,cases,14,2020-08,0.786278685,89
Singapore,SGP,Asia,5850343,cases,17,2020-09,0.529883462,106
Singapore,SGP,Asia,5850343,cases,44,2020-10,1.042673908,150
Singapore,SGP,Asia,5850343,cases,76,2020-11,2.051161787,226
Singapore,SGP,Asia,5850343,cases,229,2020-12,5.213369541,455
Singapore,SGP,Asia,5850343,cases,389,2020-13,10.5634832,844
Singapore,SGP,Asia,5850343,cases,465,2020-14,14.59743471,1309
Singapore,SGP,Asia,5850343,cases,1223,2020-15,28.85300913,2532
Singapore,SGP,Asia,5850343,deaths,0,2020-01,,0
Singapore,SGP,Asia,5850343,deaths,0,2020-02,0,0
Singapore,SGP,Asia,5850343,deaths,0,2020-03,0,0
Singapore,SGP,Asia,5850343,deaths,0,2020-04,0,0
Singapore,SGP,Asia,5850343,deaths,0,2020-05,0,0
Singapore,SGP,Asia,5850343,deaths,0,2020-06,0,0
Singapore,SGP,Asia,5850343,deaths,0,2020-07,0,0
Singapore,SGP,Asia,5850343,deaths,0,2020-08,0,0
Singapore,SGP,Asia,5850343,deaths,0,2020-09,0,0
Singapore,SGP,Asia,5850343,deaths,0,2020-10,0,0
Singapore,SGP,Asia,5850343,deaths,0,2020-11,0,0
Singapore,SGP,Asia,5850343,deaths,2,2020-12,0.341860298,2
Singapore,SGP,Asia,5850343,deaths,1,2020-13,0.512790447,3
Singapore,SGP,Asia,5850343,deaths,3,2020-14,0.683720596,6
Singapore,SGP,Asia,5850343,deaths,2,2020-15,0.854650744,8
Slovakia,SVK,Europe,5457873,cases,5,2020-10,,5
Slovakia,SVK,Europe,5457873,cases,56,2020-11,1.11765151,61
Slovakia,SVK,Europe,5457873,cases,124,2020-12,3.297988062,185
Slovakia,SVK,Europe,5457873,cases,151,2020-13,5.038592873,336
Slovakia,SVK,Europe,5457873,cases,149,2020-14,5.496646771,485
Slovakia,SVK,Europe,5457873,cases,257,2020-15,7.438795296,742
Slovakia,SVK,Europe,5457873,deaths,0,2020-10,,0
Slovakia,SVK,Europe,5457873,deaths,0,2020-11,0,0
Slovakia,SVK,Europe,5457873,deaths,0,2020-12,0,0
Slovakia,SVK,Europe,5457873,deaths,0,2020-13,0,0
Slovakia,SVK,Europe,5457873,deaths,0,2020-14,0,0
Slovakia,SVK,Europe,5457873,deaths,2,2020-15,0.366443118,2
South Africa,ZAF,Africa,59308690,cases,3,2020-10,,3
South Africa,ZAF,Africa,59308690,cases,48,2020-11,0.085990771,51
South Africa,ZAF,Africa,59308690,cases,223,2020-12,0.456931354,274
South Africa,ZAF,Africa,59308690,cases,1006,2020-13,2.07220898,1280
South Africa,ZAF,Africa,59308690,cases,375,2020-14,2.3284952,1655
South Africa,ZAF,Africa,59308690,cases,518,2020-15,1.505681545,2173
South Africa,ZAF,Africa,59308690,deaths,0,2020-10,,0
South Africa,ZAF,Africa,59308690,deaths,0,2020-11,0,0
South Africa,ZAF,Africa,59308690,deaths,0,2020-12,0,0
South Africa,ZAF,Africa,59308690,deaths,2,2020-13,0.033721871,2
South Africa,ZAF,Africa,59308690,deaths,9,2020-14,0.185470291,11
South Africa,ZAF,Africa,59308690,deaths,14,2020-15,0.387801518,25
Spain,ESP,Europe,47332614,cases,0,2020-01,,0
Spain,ESP,Europe,47332614,cases,0,2020-02,0,0
Spain,ESP,Europe,47332614,cases,0,2020-03,0,0
Spain,ESP,Europe,47332614,cases,0,2020-04,0,0
Spain,ESP,Europe,47332614,cases,1,2020-05,0.002112708,1
Spain,ESP,Europe,47332614,cases,1,2020-06,0.004225416,2
Spain,ESP,Europe,47332614,cases,0,2020-07,0.002112708,2
Spain,ESP,Europe,47332614,cases,0,2020-08,0,2
Spain,ESP,Europe,47332614,cases,134,2020-09,0.283102894,136
Spain,ESP,Europe,47332614,cases,1391,2020-10,3.221879949,1527
Spain,ESP,Europe,47332614,cases,9964,2020-11,23.9898012,11491
Spain,ESP,Europe,47332614,cases,29771,2020-12,83.94845888,41262
Spain,ESP,Europe,47332614,cases,54860,2020-13,178.8006046,96122
Spain,ESP,Europe,47332614,cases,46276,2020-14,213.6708528,142398
Spain,ESP,Europe,47332614,cases,32553,2020-15,166.5426718,174951
Spain,ESP,Europe,47332614,deaths,0,2020-01,,0
Spain,ESP,Europe,47332614,deaths,0,2020-02,0,0
Spain,ESP,Europe,47332614,deaths,0,2020-03,0,0
Spain,ESP,Europe,47332614,deaths,0,2020-04,0,0
Spain,ESP,Europe,47332614,deaths,0,2020-05,0,0
Spain,ESP,Europe,47332614,deaths,0,2020-06,0,0
Spain,ESP,Europe,47332614,deaths,0,2020-07,0,0
Spain,ESP,Europe,47332614,deaths,0,2020-08,0,0
Spain,ESP,Europe,47332614,deaths,0,2020-09,0,0
Spain,ESP,Europe,47332614,deaths,5,2020-10,0.105635408,5
Spain,ESP,Europe,47332614,deaths,283,2020-11,6.084599511,288
Spain,ESP,Europe,47332614,deaths,1432,2020-12,36.232945,1720
Spain,ESP,Europe,47332614,deaths,4808,2020-13,131.8329894,6528
Spain,ESP,Europe,47332614,deaths,5890,2020-14,226.0175193,12418
Spain,ESP,Europe,47332614,deaths,4554,2020-15,220.6512406,16972
Sweden,SWE,Europe,10327589,cases,0,2020-01,,0
Sweden,SWE,Europe,10327589,cases,0,2020-02,0,0
Sweden,SWE,Europe,10327589,cases,0,2020-03,0,0
Sweden,SWE,Europe,10327589,cases,0,2020-04,0,0
Sweden,SWE,Europe,10327589,cases,0,2020-05,0,0
Sweden,SWE,Europe,10327589,cases,1,2020-06,0.009682802,1
Sweden,SWE,Europe,10327589,cases,0,2020-07,0.009682802,1
Sweden,SWE,Europe,10327589,cases,0,2020-08,0,1
Sweden,SWE,Europe,10327589,cases,13,2020-09,0.125876427,14
Sweden,SWE,Europe,10327589,cases,211,2020-10,2.16894766,225
Sweden,SWE,Europe,10327589,cases,838,2020-11,10.15725936,1063
Sweden,SWE,Europe,10327589,cases,924,2020-12,17.06109722,1987
Sweden,SWE,Europe,10327589,cases,1957,2020-13,27.89615272,3944
Sweden,SWE,Europe,10327589,cases,3229,2020-14,50.21501146,7173
Sweden,SWE,Europe,10327589,cases,3740,2020-15,67.47944753,10913
Sweden,SWE,Europe,10327589,deaths,0,2020-01,,0
Sweden,SWE,Europe,10327589,deaths,0,2020-02,0,0
Sweden,SWE,Europe,10327589,deaths,0,2020-03,0,0
Sweden,SWE,Europe,10327589,deaths,0,2020-04,0,0
Sweden,SWE,Europe,10327589,deaths,0,2020-05,0,0
Sweden,SWE,Europe,10327589,deaths,0,2020-06,0,0
Sweden,SWE,Europe,10327589,deaths,0,2020-07,0,0
Sweden,SWE,Europe,10327589,deaths,0,2020-08,0,0
Sweden,SWE,Europe,10327589,deaths,0,2020-09,0,0
Sweden,SWE,Europe,10327589,deaths,0,2020-10,0,0
Sweden,SWE,Europe,10327589,deaths,41,2020-11,3.969948843,41
Sweden,SWE,Europe,10327589,deaths,44,2020-12,8.230381747,85
Sweden,SWE,Europe,10327589,deaths,190,2020-13,22.65775681,275
Sweden,SWE,Europe,10327589,deaths,451,2020-14,62.06676118,726
Sweden,SWE,Europe,10327589,deaths,664,2020-15,107.9632429,1390
Switzerland,CHE,Europe,8606033,cases,0,2020-01,,0
Switzerland,CHE,Europe,8606033,cases,0,2020-02,0,0
Switzerland,CHE,Europe,8606033,cases,0,2020-03,0,0
Switzerland,CHE,Europe,8606033,cases,0,2020-04,0,0
Switzerland,CHE,Europe,8606033,cases,0,2020-05,0,0
Switzerland,CHE,Europe,8606033,cases,0,2020-06,0,0
Switzerland,CHE,Europe,8606033,cases,0,2020-07,0,0
Switzerland,CHE,Europe,8606033,cases,0,2020-08,0,0
Switzerland,CHE,Europe,8606033,cases,24,2020-09,0.278874134,24
Switzerland,CHE,Europe,8606033,cases,308,2020-10,3.857758854,332
Switzerland,CHE,Europe,8606033,cases,1868,2020-11,25.28458815,2200
Switzerland,CHE,Europe,8606033,cases,4771,2020-12,77.14355732,6971
Switzerland,CHE,Europe,8606033,cases,7303,2020-13,140.2969289,14274
Switzerland,CHE,Europe,8606033,cases,6748,2020-14,163.2691857,21022
Switzerland,CHE,Europe,8606033,cases,4198,2020-15,127.1898446,25220
Switzerland,CHE,Europe,8606033,deaths,0,2020-01,,0
Switzerland,CHE,Europe,8606033,deaths,0,2020-02,0,0
Switzerland,CHE,Europe,8606033,deaths,0,2020-03,0,0
Switzerland,CHE,Europe,8606033,deaths,0,2020-04,0,0
Switzerland,CHE,Europe,8606033,deaths,0,2020-05,0,0
Switzerland,CHE,Europe,8606033,deaths,0,2020-06,0,0
Switzerland,CHE,Europe,8606033,deaths,0,2020-07,0,0
Switzerland,CHE,Europe,8606033,deaths,0,2020-08,0,0
Switzerland,CHE,Europe,8606033,deaths,0,2020-09,0,0
Switzerland,CHE,Europe,8606033,deaths,2,2020-10,0.232395112,2
Switzerland,CHE,Europe,8606033,deaths,11,2020-11,1.510568226,13
Switzerland,CHE,Europe,8606033,deaths,47,2020-12,6.739458238,60
Switzerland,CHE,Europe,8606033,deaths,197,2020-13,28.35220362,257
Switzerland,CHE,Europe,8606033,deaths,302,2020-14,57.98258036,559
Switzerland,CHE,Europe,8606033,deaths,299,2020-15,69.83473105,858
Thailand,THA,Asia,69799978,cases,0,2020-01,,0
Thailand,THA,Asia,69799978,cases,1,2020-02,0.001432665,1
Thailand,THA,Asia,69799978,cases,1,2020-03,0.00286533,2
Thailand,THA,Asia,69799978,cases,6,2020-04,0.010028656,8
Thailand,THA,Asia,69799978,cases,11,2020-05,0.024355309,19
Thailand,THA,Asia,69799978,cases,13,2020-06,0.034383965,32
Thailand,THA,Asia,69799978,cases,2,2020-07,0.021489978,34
Thailand,THA,Asia,69799978,cases,1,2020-08,0.004297996,35
Thailand,THA,Asia,69799978,cases,8,2020-09,0.012893987,43
Thailand,THA,Asia,69799978,cases,7,2020-10,0.021489978,50
Thailand,THA,Asia,69799978,cases,64,2020-11,0.10171923,114
Thailand,THA,Asia,69799978,cases,607,2020-12,0.961318355,721
Thailand,THA,Asia,69799978,cases,667,2020-13,1.825215475,1388
Thailand,THA,Asia,69799978,cases,832,2020-14,2.147565147,2220
Thailand,THA,Asia,69799978,cases,359,2020-15,1.706304263,2579
Thailand,THA,Asia,69799978,deaths,0,2020-01,,0
Thailand,THA,Asia,69799978,deaths,0,2020-02,0,0
Thailand,THA,Asia,69799978,deaths,0,2020-03,0,0
Thailand,THA,Asia,69799978,deaths,0,2020-04,0,0
Thailand,THA,Asia,69799978,deaths,0,2020-05,0,0
Thailand,THA,Asia,69799978,deaths,0,2020-06,0,0
Thailand,THA,Asia,69799978,deaths,0,2020-07,0,0
Thailand,THA,Asia,69799978,deaths,0,2020-08,0,0
Thailand,THA,Asia,69799978,deaths,1,2020-09,0.014326652,1
Thailand,THA,Asia,69799978,deaths,0,2020-10,0.014326652,1
Thailand,THA,Asia,69799978,deaths,0,2020-11,0,1
Thailand,THA,Asia,69799978,deaths,0,2020-12,0,1
Thailand,THA,Asia,69799978,deaths,6,2020-13,0.085959912,7
Thailand,THA,Asia,69799978,deaths,19,2020-14,0.358166302,26
Thailand,THA,Asia,69799978,deaths,14,2020-15,0.472779519,40
Tunisia,TUN,Africa,11818618,cases,18,2020-11,,18
Tunisia,TUN,Africa,11818618,cases,57,2020-12,0.634591963,75
Tunisia,TUN,Africa,11818618,cases,203,2020-13,2.199918806,278
Tunisia,TUN,Africa,11818618,cases,275,2020-14,4.044466113,553
Tunisia,TUN,Africa,11818618,cases,154,2020-15,3.62986603,707
Tunisia,TUN,Africa,11818618,deaths,0,2020-11,,0
Tunisia,TUN,Africa,11818618,deaths,3,2020-12,0.253836785,3
Tunisia,TUN,Africa,11818618,deaths,5,2020-13,0.676898094,8
Tunisia,TUN,Africa,11818618,deaths,11,2020-14,1.353796188,19
Tunisia,TUN,Africa,11818618,deaths,12,2020-15,1.946082021,31
Turkey,TUR,Europe,83154997,cases,18,2020-11,,18
Turkey,TUR,Europe,83154997,cases,1218,2020-12,1.486380909,1236
Turkey,TUR,Europe,83154997,cases,8035,2020-13,11.12741306,9271
Turkey,TUR,Europe,83154997,cases,17798,2020-14,31.06608254,27069
Turkey,TUR,Europe,83154997,cases,29887,2020-15,57.34471976,56956
Turkey,TUR,Europe,83154997,deaths,0,2020-11,,0
Turkey,TUR,Europe,83154997,deaths,30,2020-12,0.360772065,30
Turkey,TUR,Europe,83154997,deaths,101,2020-13,1.575371351,131
Turkey,TUR,Europe,83154997,deaths,443,2020-14,6.542000116,574
Turkey,TUR,Europe,83154997,deaths,624,2020-15,12.83145979,1198
United Kingdom,GBR,Europe,68059863,cases,0,2020-01,,0
United Kingdom,GBR,Europe,68059863,cases,0,2020-02,0,0
United Kingdom,GBR,Europe,68059863,cases,0,2020-03,0,0
United Kingdom,GBR,Europe,68059863,cases,0,2020-04,0,0
United Kingdom,GBR,Europe,68059863,cases,2,2020-05,0.00293859,2
United Kingdom,GBR,Europe,68059863,cases,6,2020-06,0.011754358,8
United Kingdom,GBR,Europe,68059863,cases,2,2020-07,0.011754358,10
United Kingdom,GBR,Europe,68059863,cases,1,2020-08,0.004407884,11
United Kingdom,GBR,Europe,68059863,cases,36,2020-09,0.054363906,47
United Kingdom,GBR,Europe,68059863,cases,365,2020-10,0.589187198,412
United Kingdom,GBR,Europe,68059863,cases,2193,2020-11,3.758455993,2605
United Kingdom,GBR,Europe,68059863,cases,6329,2020-12,12.52132994,8934
United Kingdom,GBR,Europe,68059863,cases,17889,2020-13,35.58338047,26823
United Kingdom,GBR,Europe,68059863,cases,30357,2020-14,70.88759494,57180
United Kingdom,GBR,Europe,68059863,cases,32205,2020-15,91.92201871,89385
United Kingdom,GBR,Europe,68059863,deaths,0,2020-01,,0
United Kingdom,GBR,Europe,68059863,deaths,0,2020-02,0,0
United Kingdom,GBR,Europe,68059863,deaths,0,2020-03,0,0
United Kingdom,GBR,Europe,68059863,deaths,0,2020-04,0,0
United Kingdom,GBR,Europe,68059863,deaths,0,2020-05,0,0
United Kingdom,GBR,Europe,68059863,deaths,0,2020-06,0,0
United Kingdom,GBR,Europe,68059863,deaths,0,2020-07,0,0
United Kingdom,GBR,Europe,68059863,deaths,0,2020-08,0,0
United Kingdom,GBR,Europe,68059863,deaths,0,2020-09,0,0
United Kingdom,GBR,Europe,68059863,deaths,2,2020-10,0.029385895,2
United Kingdom,GBR,Europe,68059863,deaths,41,2020-11,0.631796746,43
United Kingdom,GBR,Europe,68059863,deaths,245,2020-12,4.202183011,288
United Kingdom,GBR,Europe,68059863,deaths,1388,2020-13,23.99358341,1676
United Kingdom,GBR,Europe,68059863,deaths,4197,2020-14,82.06011229,5873
United Kingdom,GBR,Europe,68059863,deaths,6440,2020-15,156.2888835,12313
United Republic Of Tanzania,TZA,Africa,59734213,cases,12,2020-12,,12
United Republic Of Tanzania,TZA,Africa,59734213,cases,2,2020-13,0.023437155,14
United Republic Of Tanzania,TZA,Africa,59734213,cases,8,2020-14,0.016740825,22
United Republic Of Tanzania,TZA,Africa,59734213,cases,10,2020-15,0.030133485,32
United Republic Of Tanzania,TZA,Africa,59734213,deaths,0,2020-12,,0
United Republic Of Tanzania,TZA,Africa,59734213,deaths,1,2020-13,0.016740825,1
United Republic Of Tanzania,TZA,Africa,59734213,deaths,0,2020-14,0.016740825,1
United Republic Of Tanzania,TZA,Africa,59734213,deaths,2,2020-15,0.03348165,3
United States Of America,USA,America,331002647,cases,0,2020-01,,0
United States Of America,USA,America,331002647,cases,0,2020-02,0,0
United States Of America,USA,America,331002647,cases,0,2020-03,0,0
United States Of America,USA,America,331002647,cases,5,2020-04,0.001510562,5
United States Of America,USA,America,331002647,cases,6,2020-05,0.003323236,11
United States Of America,USA,America,331002647,cases,1,2020-06,0.002114787,12
United States Of America,USA,America,331002647,cases,3,2020-07,0.00120845,15
United States Of America,USA,America,331002647,cases,20,2020-08,0.006948585,35
United States Of America,USA,America,331002647,cases,54,2020-09,0.022356317,89
United States Of America,USA,America,331002647,cases,465,2020-10,0.156796329,554
United States Of America,USA,America,331002647,cases,3220,2020-11,1.113284148,3774
United States Of America,USA,America,331002647,cases,31432,2020-12,10.46879846,35206
United States Of America,USA,America,331002647,cases,107819,2020-13,42.06945209,143025
United States Of America,USA,America,331002647,cases,194610,2020-14,91.36754728,337635
United States Of America,USA,America,331002647,cases,219936,2020-15,125.2394818,557571
United States Of America,USA,America,331002647,deaths,0,2020-01,,0
United States Of America,USA,America,331002647,deaths,0,2020-02,0,0
United States Of America,USA,America,331002647,deaths,0,2020-03,0,0
United States Of America,USA,America,331002647,deaths,0,2020-04,0,0
United States Of America,USA,America,331002647,deaths,0,2020-05,0,0
United States Of America,USA,America,331002647,deaths,0,2020-06,0,0
United States Of America,USA,America,331002647,deaths,0,2020-07,0,0
United States Of America,USA,America,331002647,deaths,0,2020-08,0,0
United States Of America,USA,America,331002647,deaths,2,2020-09,0.006042248,2
United States Of America,USA,America,331002647,deaths,19,2020-10,0.063443601,21
United States Of America,USA,America,331002647,deaths,48,2020-11,0.2024153,69
United States Of America,USA,America,331002647,deaths,402,2020-12,1.359505744,471
United States Of America,USA,America,331002647,deaths,2038,2020-13,7.371542258,2509
United States Of America,USA,America,331002647,deaths,7138,2020-14,27.72183269,9647
United States Of America,USA,America,331002647,deaths,12461,2020-15,59.21100685,22108
